fight_id,fighter_id,fighter,kd,sig_str,sig_str_pct,total_str,td,td_pct,sub_att,rev,ctrl,head,body,leg,distance,clinch,ground
83ea3c36a6f91cb8,6fb1ba67bef41b37,Nik Lentz,0,34 of 59,57%,75 of 102,4 of 8,50%,3,0,3:23,19 of 44,9 of 9,6 of 6,27 of 45,4 of 6,3 of 8
919e3c5cc6999cb3,849c5d9979df5357,Mateusz Rebecki,1,71 of 146,48%,93 of 174,3 of 4,75%,0,0,2:24,52 of 123,10 of 11,9 of 12,54 of 126,5 of 6,12 of 14
919e3c5cc6999cb3,bf2c8e01b07d3eb1,Myktybek Orolbai,0,61 of 135,45%,85 of 162,2 of 5,40%,0,1,2:05,46 of 114,6 of 11,9 of 10,60 of 133,0 of 1,1 of 1
7d2051c6bae907cb,519e4fe37ce9ff75,Drew Dober,0,73 of 168,43%,78 of 173,1 of 5,20%,0,1,1:05,52 of 144,18 of 20,3 of 4,67 of 161,2 of 2,4 of 5
7d2051c6bae907cb,37ed1ab2f8b819f4,Brad Riddell,0,89 of 137,64%,113 of 161,5 of 11,45%,0,0,2:30,66 of 100,15 of 28,8 of 9,78 of 125,5 of 5,6 of 7
7fec3b1ec923ad24,2c99576fefe53c7c,Renan Barao,0,40 of 78,51%,41 of 79,0 of 0,---,0,0,0:00,10 of 33,27 of 41,3 of 4,34 of 72,6 of 6,0 of 0
7fec3b1ec923ad24,96428b9e9bd048ea,Luke Sanders,1,39 of 75,52%,41 of 78,0 of 1,0%,0,0,0:18,26 of 58,6 of 8,7 of 9,34 of 70,2 of 2,3 of 3
f9a59f7c67fbce01,48e093ea1f43a053,Takeya Mizugaki,1,35 of 135,25%,67 of 179,0 of 3,0%,0,0,8:08,33 of 132,1 of 1,1 of 2,18 of 101,0 of 2,17 of 32
f9a59f7c67fbce01,7ea4a9f07df33a45,Francisco Rivera,0,41 of 104,39%,61 of 124,3 of 4,75%,1,0,0:41,31 of 93,6 of 7,4 of 4,34 of 95,5 of 6,2 of 3
0f215b143e08f425,6546af7ab545b90c,Darren Uyenoyama,0,33 of 71,46%,50 of 92,2 of 10,20%,0,0,1:12,17 of 49,8 of 13,8 of 9,25 of 63,3 of 3,5 of 5
0f215b143e08f425,e18a19001a3f7c7d,Alptekin Ozkilic,0,27 of 116,23%,44 of 141,3 of 3,100%,0,0,6:21,14 of 92,5 of 15,8 of 9,22 of 97,2 of 3,3 of 16
059f5cf0e9e37627,72db2a14ffa73ece,Mateusz Gamrot,0,64 of 129,49%,88 of 154,5 of 15,33%,0,0,4:59,56 of 119,6 of 8,2 of 2,43 of 97,2 of 2,19 of 30
059f5cf0e9e37627,193b9d1858bc4df3,Dan Hooker,0,65 of 143,45%,82 of 162,0 of 0,---,0,0,1:28,41 of 111,24 of 32,0 of 0,44 of 119,4 of 6,17 of 18
2d39c26876246223,22a92d7f62195791,Tony Ferguson,0,10 of 18,55%,10 of 18,0 of 0,---,0,0,0:00,4 of 9,1 of 3,5 of 6,10 of 18,0 of 0,0 of 0
2d39c26876246223,c58f51dedb310998,Michael Chiesa,0,4 of 25,16%,4 of 25,1 of 1,100%,1,0,0:34,3 of 23,1 of 2,0 of 0,4 of 25,0 of 0,0 of 0
1779cc4ae925df01,2cd428e9606856fd,Jairzinho Rozenstruik,1,12 of 21,57%,12 of 21,0 of 0,---,0,0,0:06,12 of 21,0 of 0,0 of 0,9 of 16,0 of 1,3 of 4
1779cc4ae925df01,d0aaedcf7ccd0b45,Chris Daukaus,0,1 of 1,100%,1 of 1,0 of 0,---,0,0,0:00,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0
1dcc880fc80e6332,35faad160d346839,Mizuto Hirota,0,4 of 14,28%,39 of 56,1 of 1,100%,0,0,3:10,3 of 13,1 of 1,0 of 0,4 of 12,0 of 1,0 of 1
1dcc880fc80e6332,94527830000ab715,Rani Yahya,0,13 of 29,44%,105 of 122,5 of 12,41%,1,0,8:59,11 of 26,2 of 3,0 of 0,3 of 13,1 of 1,9 of 15
ae38fb2a6b6a0cc1,9dedfdd91070ddd8,Victoria Leonardo,0,17 of 81,20%,18 of 82,0 of 1,0%,0,0,0:02,7 of 59,3 of 11,7 of 11,15 of 76,2 of 5,0 of 0
ae38fb2a6b6a0cc1,34ff304266360297,Manon Fiorot,0,53 of 100,53%,58 of 105,1 of 1,100%,0,0,1:25,31 of 72,14 of 19,8 of 9,42 of 82,10 of 15,1 of 3
ab27a211bcb9550b,ab943cd2c3c17825,Marcos Rogerio de Lima,1,7 of 10,70%,7 of 10,0 of 0,---,0,0,0:03,3 of 5,4 of 5,0 of 0,1 of 2,4 of 5,2 of 3
ab27a211bcb9550b,9147679e1a4ad4a3,Richardson Moreira,0,3 of 4,75%,4 of 5,0 of 0,---,0,0,0:00,1 of 2,2 of 2,0 of 0,0 of 0,3 of 4,0 of 0
97c80f69ac312030,539ed332b3078821,Sarah Moras,0,44 of 200,22%,44 of 200,0 of 1,0%,0,0,0:00,12 of 162,7 of 11,25 of 27,44 of 200,0 of 0,0 of 0
97c80f69ac312030,9b7dfb3b7d99926a,Vanessa Melo,0,56 of 169,33%,56 of 169,0 of 0,---,0,0,0:04,43 of 151,9 of 14,4 of 4,56 of 169,0 of 0,0 of 0
a072be4f806d360f,351c4ec637380ad5,Karol Rosa,1,171 of 351,48%,177 of 358,0 of 0,---,0,0,1:04,108 of 266,11 of 16,52 of 69,159 of 333,7 of 11,5 of 7
a072be4f806d360f,e99821959a840bb8,Lara Procopio,0,165 of 290,56%,169 of 294,0 of 5,0%,0,0,0:22,122 of 244,13 of 15,30 of 31,158 of 281,7 of 9,0 of 0
0f5f1f5828ebd9c5,960d6cae8879ba2b,Robert Peralta,0,80 of 137,58%,109 of 169,1 of 1,100%,0,0,0:38,20 of 73,24 of 25,36 of 39,61 of 117,19 of 20,0 of 0
0f5f1f5828ebd9c5,e26882820f9e8df5,Mike Lullo,0,51 of 129,39%,57 of 135,2 of 13,15%,0,0,4:48,7 of 70,9 of 15,35 of 44,34 of 108,17 of 21,0 of 0
e57bfadb506e4f51,eb04b9d31e938edb,Michelle Waterson-Gomez,0,29 of 56,51%,35 of 62,1 of 2,50%,0,0,1:08,7 of 24,7 of 10,15 of 22,27 of 54,0 of 0,2 of 2
e57bfadb506e4f51,3df5493bb279226f,Amanda Lemos,0,20 of 35,57%,20 of 35,0 of 0,---,1,1,0:05,11 of 23,3 of 5,6 of 7,20 of 35,0 of 0,0 of 0
cc6934588298958e,b6c4451cb13c9303,Andy Ogle,1,52 of 105,49%,102 of 156,1 of 11,9%,0,0,5:47,36 of 82,8 of 15,8 of 8,33 of 83,2 of 3,17 of 19
cc6934588298958e,3f52ce18fb98008f,Akira Corassani,0,45 of 93,48%,51 of 99,0 of 0,---,0,0,0:02,29 of 76,12 of 13,4 of 4,41 of 89,4 of 4,0 of 0
9252ad2304fd9a26,866fd7b1a6c90e7f,Dusko Todorovic,0,37 of 120,30%,46 of 133,0 of 4,0%,0,0,1:26,23 of 103,10 of 13,4 of 4,27 of 106,10 of 14,0 of 0
9252ad2304fd9a26,d1c65d2cf2925ddd,Gregory Rodrigues,0,71 of 150,47%,73 of 153,3 of 5,60%,0,0,1:25,49 of 120,19 of 24,3 of 6,63 of 136,8 of 14,0 of 0
a9dc59e90779c1e3,91186547a7f3f758,Ricardo Almeida,0,38 of 62,61%,70 of 102,6 of 14,42%,0,0,11:11,23 of 45,10 of 11,5 of 6,12 of 19,4 of 4,22 of 39
a9dc59e90779c1e3,234f3767ff0e5701,Kendall Grove,0,25 of 62,40%,85 of 127,0 of 0,---,2,0,0:56,13 of 50,8 of 8,4 of 4,4 of 32,14 of 20,7 of 10
24411c5356903d11,1536a25e16fc299b,Anna Elmose,1,63 of 129,48%,73 of 139,0 of 0,---,0,0,2:14,39 of 99,13 of 16,11 of 14,46 of 107,3 of 4,14 of 18
24411c5356903d11,d4a31850a7457f1b,Amanda Cooper,0,69 of 172,40%,103 of 213,2 of 3,66%,1,0,3:03,60 of 160,7 of 10,2 of 2,56 of 155,3 of 3,10 of 14
95349402616097cd,eb04b9d31e938edb,Michelle Waterson-Gomez,0,61 of 188,32%,70 of 199,1 of 2,50%,0,0,1:01,18 of 114,16 of 34,27 of 40,53 of 178,8 of 10,0 of 0
95349402616097cd,a3a542074109b347,Luana Pinheiro,0,44 of 122,36%,48 of 132,0 of 5,0%,0,0,1:25,16 of 79,15 of 21,13 of 22,38 of 109,6 of 13,0 of 0
95edc0b6438f2592,b6452706b373eea1,Renato Moicano,0,116 of 206,56%,117 of 207,0 of 0,---,0,0,0:00,60 of 133,18 of 27,38 of 46,115 of 205,1 of 1,0 of 0
95edc0b6438f2592,751de04455cfaac0,Calvin Kattar,0,41 of 140,29%,41 of 140,0 of 2,0%,0,0,0:01,35 of 131,5 of 8,1 of 1,41 of 140,0 of 0,0 of 0
a2af14e9dba37b03,5e4eec08896c9423,Corey Anderson,1,22 of 39,56%,26 of 43,1 of 2,50%,0,0,0:22,21 of 38,1 of 1,0 of 0,5 of 15,10 of 13,7 of 11
a2af14e9dba37b03,c21f26bbde777573,Johnny Walker,0,1 of 3,33%,1 of 3,0 of 0,---,0,0,0:19,0 of 2,0 of 0,1 of 1,1 of 3,0 of 0,0 of 0
3dbf17b9946d26db,2c99576fefe53c7c,Renan Barao,0,36 of 112,32%,43 of 121,4 of 10,40%,1,0,4:00,28 of 97,2 of 9,6 of 6,25 of 88,6 of 16,5 of 8
3dbf17b9946d26db,d0314416a7f26527,Michael McDonald,0,26 of 92,28%,29 of 95,0 of 1,0%,0,0,0:00,26 of 92,0 of 0,0 of 0,18 of 77,7 of 14,1 of 1
5e9c027fb24efc2b,7acbb0972e75281a,Marvin Vettori,0,106 of 218,48%,106 of 218,0 of 0,---,0,0,0:00,60 of 165,8 of 13,38 of 40,100 of 212,6 of 6,0 of 0
5e9c027fb24efc2b,327d5f279895110d,Roman Dolidze,0,71 of 192,36%,71 of 192,0 of 1,0%,0,0,0:14,52 of 169,11 of 15,8 of 8,67 of 180,4 of 12,0 of 0
eb3093e235f048c8,0ee783aa00e468f0,Vitor Belfort,2,12 of 25,48%,12 of 25,0 of 0,---,0,0,0:09,11 of 22,0 of 0,1 of 3,3 of 10,3 of 5,6 of 10
eb3093e235f048c8,b0550072e5f0afa7,Yoshihiro Akiyama,0,1 of 9,11%,1 of 9,0 of 0,---,0,0,0:00,0 of 6,0 of 0,1 of 3,1 of 9,0 of 0,0 of 0
e640fd983577d349,8d9586726252dbf7,Kevin Casey,0,59 of 83,71%,79 of 103,2 of 6,33%,0,0,5:41,33 of 56,15 of 16,11 of 11,29 of 48,8 of 10,22 of 25
e640fd983577d349,28c55b4087a6f136,Elvis Mutapcic,0,64 of 121,52%,119 of 178,0 of 0,---,0,0,0:58,29 of 82,27 of 31,8 of 8,27 of 70,31 of 40,6 of 11
8e4439cdc98d0644,7bd94b60d7521e4a,John Albert,0,6 of 24,25%,25 of 44,0 of 3,0%,2,0,0:53,3 of 18,2 of 5,1 of 1,4 of 20,2 of 4,0 of 0
8e4439cdc98d0644,af62f99eb7606308,Erik Perez,0,18 of 26,69%,59 of 81,0 of 0,---,1,1,2:34,8 of 15,7 of 8,3 of 3,11 of 16,2 of 4,5 of 6
f0d5e2c27c9fd2c1,acff437707625fc7,Yushin Okami,0,26 of 68,38%,54 of 116,3 of 6,50%,0,0,5:29,23 of 65,2 of 2,1 of 1,6 of 21,1 of 1,19 of 46
f0d5e2c27c9fd2c1,b2a2da86546ddb19,Buddy Roberts,0,15 of 35,42%,20 of 40,0 of 0,---,1,0,0:03,10 of 28,3 of 4,2 of 3,14 of 34,1 of 1,0 of 0
ac56a1052c4c8f63,73a78713bd899f4c,Allen Frye Jr.,0,33 of 86,38%,73 of 132,0 of 0,---,0,0,7:55,17 of 65,12 of 12,4 of 9,19 of 69,14 of 17,0 of 0
ac56a1052c4c8f63,ba15006c804a8de0,Guilherme Pat,0,64 of 100,64%,76 of 114,0 of 0,---,0,0,0:44,53 of 88,8 of 9,3 of 3,54 of 90,10 of 10,0 of 0
6b9ed3867dd42b3b,4aa58269d0664b5b,Matthew Semelsberger,0,2 of 8,25%,2 of 8,0 of 0,---,0,0,0:00,1 of 7,1 of 1,0 of 0,2 of 8,0 of 0,0 of 0
6b9ed3867dd42b3b,feedf3053472fe56,Charles Radtke,0,7 of 12,58%,7 of 12,0 of 0,---,0,0,0:00,6 of 11,0 of 0,1 of 1,7 of 12,0 of 0,0 of 0
eb8e4c57d131fb46,cf9d24e4bd0cf2ce,Mark Bocek,0,11 of 34,32%,36 of 62,4 of 11,36%,2,1,4:27,6 of 26,3 of 5,2 of 3,4 of 20,4 of 7,3 of 7
eb8e4c57d131fb46,2676b28836a5a836,Benson Henderson,0,56 of 126,44%,114 of 190,3 of 4,75%,0,0,5:31,26 of 88,19 of 25,11 of 13,13 of 58,30 of 44,13 of 24
81cbb709dedc914d,d7338bcb141abd2c,Antonina Shevchenko,0,55 of 117,47%,81 of 158,0 of 1,0%,0,0,1:50,26 of 73,15 of 26,14 of 18,54 of 115,1 of 2,0 of 0
81cbb709dedc914d,5f179af5fffeb9f6,Cortney Casey,0,33 of 86,38%,80 of 146,2 of 5,40%,0,0,3:08,17 of 52,2 of 7,14 of 27,28 of 78,3 of 4,2 of 4
766b4f5e77ab0860,1091d4d957141094,Nikita Krylov,0,19 of 25,76%,30 of 39,1 of 1,100%,0,0,3:49,18 of 24,1 of 1,0 of 0,3 of 3,0 of 0,16 of 22
766b4f5e77ab0860,eabf206b162b3b83,Paul Craig,0,2 of 3,66%,11 of 12,1 of 1,100%,1,0,0:02,2 of 3,0 of 0,0 of 0,0 of 0,0 of 0,2 of 3
e5279358b128c2ac,72db2a14ffa73ece,Mateusz Gamrot,0,52 of 126,41%,69 of 151,5 of 16,31%,0,0,3:29,42 of 112,6 of 10,4 of 4,37 of 103,4 of 4,11 of 19
e5279358b128c2ac,7772b283d288dbe2,Guram Kutateladze,1,37 of 86,43%,43 of 93,0 of 1,0%,0,0,0:01,12 of 48,12 of 24,13 of 14,35 of 84,0 of 0,2 of 2
0494ebcee93e717b,7b3503352cd53abb,Westin Wilson,0,11 of 36,30%,11 of 36,0 of 3,0%,0,0,0:04,8 of 28,0 of 5,3 of 3,11 of 35,0 of 1,0 of 0
0494ebcee93e717b,52ef95b5860fb28c,Jean Silva,1,25 of 36,69%,25 of 36,1 of 1,100%,0,0,0:08,24 of 32,1 of 4,0 of 0,23 of 34,2 of 2,0 of 0
315968a74789600a,8bdac25ce0bb874d,Ronda Rousey,0,40 of 63,63%,134 of 161,6 of 8,75%,3,0,7:05,24 of 46,6 of 7,10 of 10,7 of 24,17 of 21,16 of 18
315968a74789600a,b96619b3acd7d9da,Miesha Tate,0,24 of 50,48%,28 of 54,1 of 3,33%,0,1,1:58,20 of 45,4 of 5,0 of 0,13 of 31,10 of 18,1 of 1
14a40f30e0cb22c9,203c957eac95dd87,Hyun Gyu Lim,0,15 of 36,41%,15 of 36,0 of 0,---,0,0,0:33,12 of 32,2 of 3,1 of 1,7 of 22,8 of 14,0 of 0
14a40f30e0cb22c9,84b3e7d38f2d2ec5,Neil Magny,0,43 of 75,57%,64 of 102,2 of 4,50%,0,1,3:09,34 of 64,2 of 4,7 of 7,8 of 22,9 of 11,26 of 42
72372c31dee3cadc,4f732e58ed907eff,Ross Pearson,0,59 of 198,29%,69 of 210,3 of 6,50%,0,0,1:56,38 of 158,10 of 23,11 of 17,50 of 180,8 of 12,1 of 6
72372c31dee3cadc,f34312c2ccfa0e00,Spencer Fisher,0,38 of 151,25%,43 of 156,1 of 1,100%,0,0,0:32,21 of 128,4 of 8,13 of 15,33 of 142,4 of 8,1 of 1
32a7da2f34ae3803,b5da8f7d05e85a55,Josh Parisian,0,114 of 226,50%,123 of 237,0 of 0,---,0,0,0:28,71 of 173,35 of 44,8 of 9,89 of 190,25 of 36,0 of 0
32a7da2f34ae3803,ac40f7e3cbecdda4,Parker Porter,0,126 of 228,55%,164 of 275,2 of 4,50%,1,0,4:27,90 of 190,16 of 18,20 of 20,105 of 198,20 of 27,1 of 3
a3e4322f55454897,34e552520a934063,Brad Scott,0,0 of 4,0%,0 of 4,0 of 0,---,1,0,0:00,0 of 3,0 of 1,0 of 0,0 of 4,0 of 0,0 of 0
a3e4322f55454897,0a1942069c9ad6b6,Jack Hermansson,0,38 of 54,70%,49 of 65,1 of 1,100%,0,0,2:32,35 of 49,0 of 1,3 of 4,4 of 6,0 of 0,34 of 48
cb2844bb15d22cc6,2f95a3c6d58b2aad,Iuri Alcantara,0,12 of 28,42%,12 of 29,1 of 1,100%,0,0,0:08,8 of 21,4 of 6,0 of 1,10 of 26,2 of 2,0 of 0
cb2844bb15d22cc6,7be14eaed4c74856,Brian Kelleher,0,4 of 15,26%,4 of 15,0 of 0,---,1,0,0:00,1 of 8,2 of 4,1 of 3,4 of 14,0 of 1,0 of 0
e1930496b33fa636,d008d785f6347dc2,JeongYeong Lee,0,49 of 82,59%,75 of 121,2 of 3,66%,0,0,4:29,33 of 62,14 of 18,2 of 2,21 of 40,11 of 11,17 of 31
e1930496b33fa636,5095b0920a3602aa,Blake Bilder,0,19 of 54,35%,36 of 77,0 of 3,0%,0,0,5:18,3 of 27,2 of 5,14 of 22,8 of 40,10 of 13,1 of 1
bf647be41de365e4,f626118b6da0e020,Bryan Battle,0,45 of 80,56%,63 of 105,1 of 2,50%,1,0,3:30,9 of 25,34 of 52,2 of 3,29 of 61,16 of 19,0 of 0
bf647be41de365e4,725b1abc9a39d873,AJ Fletcher,0,25 of 51,49%,29 of 57,0 of 2,0%,0,0,0:33,6 of 26,6 of 9,13 of 16,20 of 41,5 of 9,0 of 1
270edfb687c0d20c,3a46b268013afede,Kevin Holland,0,29 of 61,47%,64 of 99,2 of 5,40%,1,0,4:22,11 of 37,4 of 6,14 of 18,18 of 47,4 of 5,7 of 9
270edfb687c0d20c,a67d071163962af8,Michael Page,0,41 of 62,66%,59 of 81,0 of 3,0%,0,0,1:26,28 of 47,8 of 10,5 of 5,38 of 58,2 of 3,1 of 1
138cb102906573f2,fba03cd6cc28dc41,Josh Emmett,1,27 of 52,51%,33 of 60,0 of 0,---,0,0,0:29,22 of 43,3 of 6,2 of 3,12 of 32,0 of 0,15 of 20
138cb102906573f2,cbd3e590a85b18c5,Mirsad Bektic,0,10 of 65,15%,10 of 65,0 of 0,---,0,0,0:00,8 of 62,1 of 2,1 of 1,10 of 65,0 of 0,0 of 0
0b1af005a5f25561,5fceb45939fc0c8a,Tom Niinimaki,0,7 of 11,63%,11 of 16,2 of 7,28%,0,0,2:46,4 of 8,3 of 3,0 of 0,2 of 6,3 of 3,2 of 2
0b1af005a5f25561,39cc64bf0a269db9,Niklas Backstrom,0,5 of 12,41%,6 of 13,0 of 0,---,2,0,0:40,3 of 8,1 of 3,1 of 1,2 of 6,1 of 2,2 of 4
a91fdb21a7ff52e5,05fa626cb33d15b8,Andrea Lee,0,75 of 152,49%,115 of 201,0 of 2,0%,0,2,2:08,37 of 109,29 of 31,9 of 12,58 of 129,13 of 16,4 of 7
a91fdb21a7ff52e5,80d8aed0ca9b00f3,Montana De La Rosa,0,70 of 180,38%,88 of 206,3 of 6,50%,1,0,2:09,53 of 156,12 of 17,5 of 7,62 of 161,5 of 16,3 of 3
e655774643881e6c,f29a6350c69f4a33,Miranda Maverick,0,30 of 88,34%,102 of 188,2 of 5,40%,0,0,8:07,9 of 55,7 of 15,14 of 18,23 of 77,2 of 2,5 of 9
e655774643881e6c,27b388f0aab49780,Dione Barbosa,0,21 of 52,40%,47 of 85,1 of 2,50%,1,0,0:49,19 of 47,1 of 4,1 of 1,19 of 50,2 of 2,0 of 0
7e4b7a70838e5ba4,31bb0772f21cabd8,Daniel Lacerda,0,4 of 6,66%,5 of 7,1 of 1,100%,0,0,0:28,1 of 3,1 of 1,2 of 2,4 of 6,0 of 0,0 of 0
7e4b7a70838e5ba4,cdadae5363b66eef,Francisco Figueiredo,0,5 of 5,100%,5 of 5,0 of 0,---,1,0,0:00,0 of 0,1 of 1,4 of 4,5 of 5,0 of 0,0 of 0
ad62675e819e92fc,3143bf892608139a,Yana Santos,0,43 of 57,75%,209 of 254,1 of 2,50%,0,0,13:16,20 of 34,20 of 20,3 of 3,8 of 19,29 of 32,6 of 6
ad62675e819e92fc,a78a87d8c2bbb1cb,Julija Stoliarenko,0,6 of 26,23%,30 of 50,0 of 1,0%,0,0,0:21,5 of 23,1 of 3,0 of 0,5 of 23,1 of 3,0 of 0
171af1114dbfc29d,369e1ce458ef50a6,Ruslan Magomedov,1,63 of 145,43%,65 of 147,1 of 1,100%,0,0,1:27,30 of 105,20 of 25,13 of 15,51 of 132,12 of 13,0 of 0
171af1114dbfc29d,3aa794cbe1e3484b,Josh Copeland,0,20 of 56,35%,20 of 56,0 of 0,---,0,0,0:10,13 of 45,6 of 10,1 of 1,13 of 46,7 of 10,0 of 0
e72a2130e7387637,29af297d9f1de0f8,Damon Jackson,0,32 of 49,65%,49 of 72,1 of 5,20%,0,1,4:18,5 of 16,26 of 32,1 of 1,5 of 15,27 of 34,0 of 0
e72a2130e7387637,e0c6edcb5b5d0b90,Chepe Mariscal,0,73 of 100,73%,218 of 267,5 of 7,71%,0,2,8:31,59 of 86,13 of 13,1 of 1,8 of 18,17 of 21,48 of 61
0d395cb5d91f811f,51b0bb73a1da34bc,Mike Ciesnolevicz,0,0 of 0,---,0 of 0,0 of 1,0%,2,0,0:00,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
0d395cb5d91f811f,36a432f22144843e,Neil Grove,0,0 of 3,0%,2 of 6,0 of 0,---,1,0,0:22,0 of 3,0 of 0,0 of 0,0 of 3,0 of 0,0 of 0
f269d25146eec937,e363b21261814830,Marcos Vinicius,0,28 of 58,48%,46 of 79,0 of 0,---,0,0,0:02,20 of 46,6 of 7,2 of 5,21 of 46,6 of 7,1 of 5
f269d25146eec937,db6d5f691aea3fd3,Wagner Campos,0,17 of 41,41%,58 of 97,2 of 2,100%,0,0,6:31,5 of 25,4 of 7,8 of 9,17 of 33,0 of 1,0 of 7
c2ee423d1f0b4f6f,6bd02119599741a4,Pedro Munhoz,0,94 of 194,48%,94 of 194,0 of 0,---,0,0,0:03,35 of 115,19 of 27,40 of 52,93 of 193,1 of 1,0 of 0
c2ee423d1f0b4f6f,9c907996820d2d69,Jimmie Rivera,0,65 of 193,33%,65 of 193,1 of 5,20%,0,0,0:04,48 of 168,4 of 8,13 of 17,65 of 193,0 of 0,0 of 0
3e6dfafb8aa780f9,cc6f9d1e89f3449a,Manvel Gamburyan,0,52 of 116,44%,58 of 125,6 of 12,50%,0,0,4:39,37 of 97,7 of 10,8 of 9,47 of 108,5 of 8,0 of 0
3e6dfafb8aa780f9,9f842be1a5337be6,Michihiro Omigawa,1,41 of 94,43%,71 of 127,0 of 2,0%,0,0,1:03,30 of 77,4 of 5,7 of 12,37 of 89,4 of 5,0 of 0
652a73f4bf7f1932,3236bf606fe9fa5b,Travis Browne,1,15 of 38,39%,15 of 38,0 of 0,---,0,0,0:06,9 of 31,4 of 5,2 of 2,13 of 35,1 of 1,1 of 2
652a73f4bf7f1932,3738e68d2261e60f,Andrei Arlovski,1,51 of 85,60%,51 of 85,0 of 0,---,0,0,0:05,42 of 73,7 of 10,2 of 2,20 of 43,28 of 39,3 of 3
fdc97f9b88bdef7d,f53d4f21d1b5f2dc,Diego Ferreira,0,54 of 102,52%,63 of 112,2 of 4,50%,1,0,3:28,42 of 87,8 of 11,4 of 4,27 of 55,1 of 1,26 of 46
fdc97f9b88bdef7d,31f8081c7600da93,Kyle Nelson,0,20 of 50,40%,20 of 50,0 of 0,---,0,0,0:14,12 of 37,6 of 10,2 of 3,19 of 48,1 of 1,0 of 1
2f382615155e32b9,c68c68efaa5ca6ef,Chidi Njokuani,0,40 of 99,40%,44 of 104,0 of 0,---,0,0,0:00,18 of 68,15 of 21,7 of 10,39 of 98,1 of 1,0 of 0
2f382615155e32b9,6b7c7460855dbbb9,Albert Duraev,0,45 of 123,36%,68 of 159,2 of 3,66%,0,0,4:02,21 of 90,2 of 6,22 of 27,34 of 101,0 of 0,11 of 22
b186f4778257ca6d,3f52ce18fb98008f,Akira Corassani,0,1 of 2,50%,1 of 2,0 of 0,---,0,0,0:00,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0
b186f4778257ca6d,4a1329cc8eb0928a,Maximo Blanco,0,5 of 7,71%,7 of 9,1 of 1,100%,0,0,0:15,5 of 7,0 of 0,0 of 0,2 of 4,2 of 2,1 of 1
352839a03b428e74,d747eb273a40a920,Claudio Puelles,0,21 of 63,33%,58 of 102,4 of 16,25%,0,0,7:25,14 of 56,7 of 7,0 of 0,16 of 56,2 of 2,3 of 5
352839a03b428e74,ae7fe94f117f98cf,Joaquim Silva,1,25 of 66,37%,95 of 136,0 of 0,---,1,0,1:03,12 of 50,9 of 12,4 of 4,19 of 52,3 of 5,3 of 9
07e39fd5f4f23270,b27a1fcb56a3035a,Trevin Giles,0,55 of 108,50%,71 of 129,0 of 1,0%,0,2,4:14,51 of 102,4 of 6,0 of 0,34 of 83,7 of 9,14 of 16
07e39fd5f4f23270,9fe7af8b3fbe00a0,Preston Parsons,0,42 of 95,44%,62 of 130,3 of 11,27%,3,1,5:16,24 of 77,6 of 6,12 of 12,34 of 84,7 of 10,1 of 1
ed3334d108b257a6,0fd5f4b838e890cc,Said Nurmagomedov,0,5 of 11,45%,5 of 11,0 of 0,---,1,0,0:03,2 of 7,2 of 2,1 of 2,5 of 11,0 of 0,0 of 0
ed3334d108b257a6,a54660deb6a8489c,Muin Gafurov,0,1 of 3,33%,1 of 3,0 of 1,0%,0,0,0:07,0 of 2,0 of 0,1 of 1,1 of 3,0 of 0,0 of 0
e7a915f39ecf6db0,e872e9a9a902c045,Katlyn Cerminara,0,19 of 53,35%,27 of 61,0 of 0,---,0,0,0:25,7 of 35,12 of 18,0 of 0,10 of 41,9 of 12,0 of 0
e7a915f39ecf6db0,6a1901c62ab3870f,Jessica Andrade,1,28 of 43,65%,62 of 79,2 of 3,66%,0,0,2:26,11 of 24,11 of 12,6 of 7,14 of 28,8 of 9,6 of 6
8522bc62e8d942ab,65578a75fa7900e3,Uriah Hall,0,107 of 258,41%,122 of 273,0 of 0,---,0,0,0:00,56 of 173,33 of 66,18 of 19,106 of 257,1 of 1,0 of 0
8522bc62e8d942ab,0d8011111be000b2,Sean Strickland,0,186 of 428,43%,221 of 472,4 of 6,66%,0,0,7:02,173 of 414,10 of 11,3 of 3,169 of 400,9 of 12,8 of 16
e8c57c6259193466,49e96ff8ab781589,Tyson Pedro,1,22 of 29,75%,22 of 29,0 of 0,---,0,0,0:04,10 of 17,5 of 5,7 of 7,19 of 25,1 of 1,2 of 3
e8c57c6259193466,f9d0cae37dabfafc,Ike Villanueva,0,4 of 22,18%,4 of 22,0 of 0,---,0,0,0:00,2 of 20,1 of 1,1 of 1,4 of 21,0 of 1,0 of 0
bf614956b28f231c,6c8072b61c276e67,Jessica-Rose Clark,0,76 of 106,71%,124 of 175,1 of 1,100%,0,0,8:18,66 of 95,9 of 10,1 of 1,15 of 30,25 of 29,36 of 47
bf614956b28f231c,49b130de1da2e1bf,Sarah Alpar,0,12 of 30,40%,26 of 44,2 of 11,18%,0,0,3:28,3 of 15,3 of 6,6 of 9,12 of 30,0 of 0,0 of 0
947ea1122c04ba18,9ada30894bf04e19,David Dvorak,0,53 of 114,46%,56 of 117,1 of 3,33%,0,0,1:57,26 of 77,10 of 19,17 of 18,46 of 102,4 of 7,3 of 5
